"","tourney_id","tourney_name","surface","draw_size","tourney_level","tourney_date","match_num","winner_id","winner_seed","winner_entry","winner_name","winner_hand","winner_ht","winner_ioc","winner_age","loser_id","loser_seed","loser_entry","loser_name","loser_hand","loser_ht","loser_ioc","loser_age","score","best_of","round","minutes","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced","winner_rank","winner_rank_points","loser_rank","loser_rank_points"
"1153","2023-520","Roland Garros","Clay",128,"G",20230529,108,203533,NA,"","Anna Karolina Schmiedlova","R",176,"SVK",28.7,206368,11,"","Veronika Kudermetova","R",175,"RUS",26,"6-3 6-1",3,"R128",79,1,1,46,27,18,9,8,0,3,2,4,54,28,13,8,8,3,10,100,666,11,2950
"1154","2023-520","Roland Garros","Clay",128,"G",20230529,109,211901,NA,"LL","Aliona Bolsova","R",172,"MDA",25.5,201568,NA,"","Kristina Kucova","R",163,"SVK",33,"6-2 6-1",3,"R128",70,0,2,37,28,18,5,7,0,2,1,2,56,35,18,3,8,4,11,131,531,451,112
"1155","2023-520","Roland Garros","Clay",128,"G",20230529,110,215037,NA,"Q","Kayla Day","L",173,"USA",23.6,201540,NA,"WC","Kristina Mladenovic","R",184,"FRA",30,"7-5 6-1",3,"R128",100,6,5,73,52,37,9,10,6,7,0,5,57,40,24,5,9,0,4,138,509,166,420
"1156","2023-520","Roland Garros","Clay",128,"G",20230529,111,201619,20,"","Madison Keys","R",178,"USA",28.2,201466,NA,"","Kaia Kanepi","R",181,"EST",37.9,"6-1 3-6 6-1",3,"R128",102,7,0,74,47,36,14,12,2,3,0,6,74,41,25,16,11,7,11,20,1861,74,797
"1157","2023-520","Roland Garros","Clay",128,"G",20230529,112,220348,NA,"WC","Diane Parry","R",170,"FRA",20.7,211843,25,"","Anhelina Kalinina","R",179,"UKR",26.3,"6-2 6-3",3,"R128",83,0,0,50,33,25,11,8,2,2,3,1,57,43,23,8,9,3,7,79,764,26,1657
"1158","2023-520","Roland Garros","Clay",128,"G",20230529,113,259799,NA,"Q","Mirra Andreeva","U",NA,"RUS",16,201590,NA,"","Alison Riske Amritraj","R",173,"USA",32.9,"6-2 6-1",3,"R128",57,1,0,41,23,15,16,8,3,4,1,1,36,25,9,4,7,1,6,143,481,85,741
"1159","2023-520","Roland Garros","Clay",128,"G",20230529,114,211814,NA,"","Julia Grabher","R",170,"AUT",26.9,201551,NA,"Q","Arantxa Rus","L",180,"NED",32.4,"6-2 6-3",3,"R128",86,1,9,71,48,35,8,8,6,7,1,3,57,36,18,8,9,1,6,61,929,114,586
"1160","2023-520","Roland Garros","Clay",128,"G",20230529,115,221103,6,"","Cori Gauff","R",175,"USA",19.2,214119,NA,"","Rebeka Masarova","R",186,"ESP",23.8,"3-6 6-1 6-2",3,"R128",107,1,3,59,41,34,10,12,1,3,1,3,93,55,28,21,12,11,16,6,4305,71,816
"1161","2023-520","Roland Garros","Clay",128,"G",20230529,116,214981,4,"","Elena Rybakina","R",184,"KAZ",23.9,259104,NA,"Q","Brenda Fruhvirtova","R",NA,"CZE",16.1,"6-4 6-2",3,"R128",81,9,1,70,39,30,13,9,5,7,0,6,53,29,17,8,9,3,8,4,5090,146,477
"1162","2023-520","Roland Garros","Clay",128,"G",20230529,117,222328,NA,"","Linda Noskova","R",NA,"CZE",18.5,203575,NA,"","Danka Kovinic","R",169,"MNE",28.5,"6-3 2-1 RET",3,"R128",58,2,2,43,30,24,7,6,4,4,2,1,35,18,14,8,6,2,4,50,1050,68,852
"1163","2023-520","Roland Garros","Clay",128,"G",20230529,118,204427,NA,"","Sara Sorribes Tormo","R",176,"ESP",26.6,216262,NA,"WC","Clara Burel","R",176,"FRA",22.1,"7-6(0) 6-2",3,"R128",129,0,9,98,58,35,15,10,11,15,0,1,63,51,22,5,10,1,7,132,529,96,675
"1164","2023-520","Roland Garros","Clay",128,"G",20230529,119,201549,NA,"","Petra Martic","R",181,"CRO",32.3,201603,32,"","Shelby Rogers","R",175,"USA",30.6,"3-6 6-3 6-2",3,"R128",122,3,0,81,45,31,18,13,5,8,3,3,80,52,31,13,13,4,9,38,1270,34,1303
"1165","2023-520","Roland Garros","Clay",128,"G",20230529,120,206420,23,"","Ekaterina Alexandrova","R",175,"RUS",28.5,202600,NA,"","Viktoriya Tomova","R",170,"BUL",28.2,"6-1 2-6 6-1",3,"R128",93,5,1,81,50,24,21,11,6,10,0,6,70,47,26,5,11,4,11,23,1725,72,809
"1166","2023-520","Roland Garros","Clay",128,"G",20230529,121,204431,NA,"","Anna Lena Friedsam","R",NA,"GER",29.3,211702,NA,"LL","Nao Hibino","R",163,"JPN",28.4,"6-3 3-6 6-4",3,"R128",151,6,12,113,66,44,21,14,9,13,1,5,111,77,47,14,14,14,19,91,698,113,589
"1167","2023-520","Roland Garros","Clay",128,"G",20230529,122,223670,NA,"","Diana Shnaider","L",NA,"RUS",19.1,201606,NA,"","Rebecca Marino","R",183,"CAN",32.4,"6-3 7-5",3,"R128",75,0,7,66,38,27,11,10,4,7,4,5,59,28,19,11,11,2,8,108,616,81,758
"1168","2023-520","Roland Garros","Clay",128,"G",20230529,123,206242,14,"","Beatriz Haddad Maia","L",185,"BRA",26.9,213583,NA,"","Tatjana Maria","R",172,"GER",35.8,"6-0 6-1",3,"R128",65,0,2,48,32,18,11,6,6,7,1,6,43,20,7,6,7,5,12,14,2420,67,855
"1169","2023-520","Roland Garros","Clay",128,"G",20230529,124,220714,NA,"","Elisabetta Cocciaretto","R",NA,"ITA",22.3,201520,10,"","Petra Kvitova","L",183,"CZE",33.2,"6-3 6-4",3,"R128",87,4,5,73,47,30,12,10,4,7,4,7,55,35,24,4,9,5,10,44,1115,10,3162
"1170","2023-520","Roland Garros","Clay",128,"G",20230529,125,215899,NA,"Q","Simona Waltert","R",NA,"SUI",22.4,216097,NA,"Q","Elizabeth Mandlik","U",NA,"USA",22,"6-1 4-6 6-2",3,"R128",120,2,4,82,56,34,14,13,3,7,2,6,94,57,33,11,12,10,17,128,540,119,574
"1171","2023-520","Roland Garros","Clay",128,"G",20230529,126,211095,NA,"","Bernarda Pera","L",175,"USA",28.4,204426,NA,"","Anett Kontaveit","R",174,"EST",27.4,"7-6(6) 6-2",3,"R128",87,3,4,73,54,35,9,10,4,6,4,3,64,40,25,7,10,3,7,36,1284,78,779
"1172","2023-520","Roland Garros","Clay",128,"G",20230529,127,202499,22,"","Donna Vekic","R",179,"CRO",26.9,215035,NA,"Q","Dayana Yastremska","R",175,"UKR",23,"6-2 7-5",3,"R128",86,5,5,56,30,21,13,10,3,6,0,3,62,40,18,11,10,1,7,22,1813,144,480
"1173","2023-520","Roland Garros","Clay",128,"G",20230529,128,211148,NA,"","Jasmine Paolini","R",160,"ITA",27.3,201514,30,"","Sorana Cirstea","R",176,"ROU",33.1,"7-5 2-6 6-2",3,"R128",133,0,2,92,65,44,12,14,9,13,2,3,107,67,42,15,14,11,16,53,1005,32,1327
"1174","2023-520","Roland Garros","Clay",128,"G",20230529,129,215337,NA,"Q","Olga Danilovic","L",NA,"SRB",22.3,203462,NA,"","Kateryna Baindl","R",175,"UKR",29.2,"6-3 6-2",3,"R128",96,1,2,66,40,22,14,9,2,5,0,3,51,36,18,4,8,5,11,105,625,83,748
"1175","2023-520","Roland Garros","Clay",128,"G",20230529,130,206219,NA,"","Oceane Dodin","R",NA,"FRA",26.5,221911,NA,"WC","Selena Janicijevic","U",NA,"FRA",20.8,"0-6 6-2 6-1",3,"R128",106,2,6,65,40,28,10,10,3,6,5,1,88,44,26,18,11,10,15,122,567,179,398
"1176","2023-520","Roland Garros","Clay",128,"G",20230529,131,202460,7,"","Ons Jabeur","R",167,"TUN",28.7,214459,NA,"","Lucia Bronzetti","R",NA,"ITA",24.4,"6-4 6-1",3,"R128",71,5,4,49,29,22,9,8,4,6,0,1,62,42,24,5,9,7,13,7,3541,65,902
"1177","2023-520","Roland Garros","Clay",128,"G",20230529,132,214096,NA,"","Karolina Muchova","R",178,"CZE",26.7,206289,8,"","Maria Sakkari","R",172,"GRE",27.8,"7-6(5) 7-5",3,"R128",127,0,1,76,49,32,17,12,4,7,2,5,83,42,22,26,12,6,10,43,1125,8,3391
"1178","2023-520","Roland Garros","Clay",128,"G",20230529,133,206408,NA,"","Nadia Podoroska","R",170,"ARG",26.2,211316,NA,"WC","Jessika Ponchet","R",NA,"FRA",26.6,"6-0 6-2",3,"R128",62,2,1,42,23,18,12,7,2,2,2,0,43,24,12,5,7,2,7,103,639,123,566
"1179","2023-520","Roland Garros","Clay",128,"G",20230529,134,201506,NA,"","Sara Errani","R",164,"ITA",36,213525,NA,"","Jil Teichmann","L",170,"SUI",25.8,"3-6 6-4 6-2",3,"R128",139,0,2,84,61,39,8,13,6,10,3,7,100,51,30,24,14,6,12,73,802,77,785
"1180","2023-520","Roland Garros","Clay",128,"G",20230529,135,201593,27,"","Irina Camelia Begu","R",181,"ROU",32.7,214388,NA,"","Anna Bondar","R",NA,"HUN",26,"6-4 6-2",3,"R128",100,3,4,62,42,30,8,9,9,11,2,3,67,36,21,11,9,6,11,27,1452,104,635
"1181","2023-520","Roland Garros","Clay",128,"G",20230529,136,220367,NA,"","Leylah Fernandez","L",168,"CAN",20.7,202663,21,"","Magda Linette","R",171,"POL",31.2,"6-3 1-6 6-3",3,"R128",132,2,9,86,48,33,20,13,3,6,5,6,87,45,32,19,12,10,13,49,1052,21,1825
"1182","2023-520","Roland Garros","Clay",128,"G",20230529,137,220704,NA,"Q","Clara Tauson","R",182,"DEN",20.4,205925,NA,"","Aliaksandra Sasnovich","R",174,"BLR",29.1,"6-2 6-0",3,"R128",69,2,2,47,32,20,10,7,3,4,1,4,50,29,14,5,7,5,11,127,541,51,1034
"1183","2023-520","Roland Garros","Clay",128,"G",20230529,138,206417,NA,"WC","Leolia Jeanjean","R",NA,"FRA",27.7,214040,NA,"WC","Kimberly Birrell","R",170,"AUS",25,"6-4 6-7(6) 6-3",3,"R128",191,2,6,112,67,37,21,16,6,13,2,10,112,64,34,16,15,11,20,124,561,110,607
"1184","2023-520","Roland Garros","Clay",128,"G",20230529,139,220589,NA,"LL","Elina Avanesyan","R",NA,"RUS",20.6,202505,12,"","Belinda Bencic","R",175,"SUI",26.2,"6-3 2-6 6-4",3,"R128",139,2,6,87,53,33,14,14,7,13,0,7,87,51,32,13,13,8,14,134,522,12,2750
"1185","2023-520","Roland Garros","Clay",128,"G",20230529,140,214643,15,"","Liudmila Samsonova","R",180,"RUS",24.5,220465,NA,"","Katie Volynets","R",NA,"USA",21.4,"6-0 6-1",3,"R128",68,3,2,43,23,18,13,7,4,4,0,3,42,20,9,8,6,4,9,15,2236,92,690
"1186","2023-520","Roland Garros","Clay",128,"G",20230529,141,201499,NA,"","Anastasia Pavlyuchenkova","R",177,"RUS",31.9,222258,NA,"","Linda Fruhvirtova","R",NA,"CZE",18,"6-2 6-2",3,"R128",71,0,1,42,29,23,5,8,0,2,1,11,48,27,15,5,8,5,11,333,179,59,963
"1187","2023-520","Roland Garros","Clay",128,"G",20230529,142,210886,NA,"","Mayar Sherif","R",180,"EGY",27,201483,NA,"","Madison Brengle","R",168,"USA",33.1,"6-3 6-1",3,"R128",66,0,2,47,33,24,9,8,1,2,1,3,50,36,16,7,8,3,8,54,990,95,677
"1188","2023-520","Roland Garros","Clay",128,"G",20230529,143,215713,24,"","Anastasia Potapova","R",175,"RUS",22.1,203501,NA,"Q","Taylor Townsend","L",170,"USA",27.1,"6-1 6-2",3,"R128",71,2,5,54,32,26,10,7,5,5,0,2,59,39,19,9,8,4,9,25,1665,109,609
"1189","2023-520","Roland Garros","Clay",128,"G",20230529,144,210722,28,"","Elise Mertens","R",179,"BEL",27.5,214149,NA,"LL","Viktoria Kuzmova","R",NA,"SVK",25,"6-1 6-4",3,"R128",91,6,11,54,25,20,8,8,7,11,1,8,65,34,18,7,9,5,13,28,1439,136,520
"1190","2023-520","Roland Garros","Clay",128,"G",20230529,145,215785,NA,"LL","Camila Osorio","R",162,"COL",21.4,202536,NA,"","Ana Bogdan","R",171,"ROU",30.5,"3-6 6-3 7-5",3,"R128",129,1,4,91,72,41,10,15,4,10,3,2,84,45,28,18,15,7,14,86,739,63,918
"1191","2023-520","Roland Garros","Clay",128,"G",20230529,146,202429,NA,"","Camila Giorgi","R",168,"ITA",31.4,201427,NA,"","Alize Cornet","R",173,"FRA",33.3,"6-3 6-4",3,"R128",103,0,7,50,23,12,15,9,2,6,0,6,77,45,23,10,10,8,15,37,1278,62,920
"1192","2023-520","Roland Garros","Clay",128,"G",20230529,147,202468,3,"","Jessica Pegula","R",170,"USA",29.2,203389,NA,"","Danielle Collins","R",178,"USA",29.4,"6-4 6-2",3,"R128",83,0,3,54,32,25,6,9,3,6,3,5,63,40,22,5,9,4,10,3,5205,46,1073
"1193","2023-520","Roland Garros","Clay",128,"G",20230529,148,201614,5,"","Caroline Garcia","R",177,"FRA",29.6,216016,NA,"","Xiyu Wang","L",NA,"CHN",22.1,"7-6(4) 4-6 6-4",3,"R128",158,6,6,99,56,41,28,16,2,4,5,9,119,81,54,21,16,5,7,5,5025,64,909
"1194","2023-520","Roland Garros","Clay",128,"G",20230529,149,215020,NA,"","Anna Blinkova","R",179,"RUS",24.7,204434,NA,"","Ysaline Bonaventure","L",178,"BEL",28.7,"6-2 6-0",3,"R128",56,2,1,42,22,19,12,7,0,0,0,5,51,32,17,5,7,1,6,56,983,84,746
"1195","2023-520","Roland Garros","Clay",128,"G",20230529,150,204411,NA,"Q","Storm Sanders","L",166,"AUS",28.7,203463,NA,"","Nuria Parrizas Diaz","R",167,"ESP",31.8,"4-6 6-2 6-4",3,"R128",129,1,1,92,63,39,16,14,7,11,1,4,90,59,38,9,14,9,15,204,346,94,679
"1196","2023-520","Roland Garros","Clay",128,"G",20230529,151,202494,NA,"","Elina Svitolina","R",174,"UKR",28.7,203354,26,"","Martina Trevisan","L",160,"ITA",29.5,"6-2 6-2",3,"R128",71,2,0,49,35,26,9,8,0,0,0,4,45,27,17,6,8,2,6,192,367,24,1667
"1197","2023-520","Roland Garros","Clay",128,"G",20230529,152,211533,17,"","Jelena Ostapenko","R",177,"LAT",25.9,206124,NA,"","Tereza Martincova","R",178,"CZE",28.5,"6-3 7-5",3,"R128",104,2,2,78,40,25,18,11,2,6,1,4,80,56,29,10,10,10,16,17,2130,93,683
"1198","2023-520","Roland Garros","Clay",128,"G",20230529,153,220548,NA,"","Peyton Stearns","R",NA,"USA",21.6,211701,NA,"","Katerina Siniakova","R",174,"CZE",27,"7-6(7) 6-2",3,"R128",100,0,2,69,51,28,11,10,3,8,2,11,69,41,24,6,10,3,10,69,851,48,1057
"1199","2023-520","Roland Garros","Clay",128,"G",20230529,154,214954,NA,"","Marketa Vondrousova","L",173,"CZE",23.9,219917,NA,"","Alycia Parks","R",185,"USA",22.4,"6-4 6-0",3,"R128",71,1,4,45,25,20,12,8,3,4,2,10,58,32,18,7,8,6,11,60,936,45,1097
"1200","2023-520","Roland Garros","Clay",128,"G",20230529,155,214082,9,"","Daria Kasatkina","R",170,"RUS",26,215898,NA,"","Jule Niemeier","R",178,"GER",23.7,"6-3 6-4",3,"R128",94,0,9,59,39,24,5,9,3,8,0,5,62,37,19,4,10,4,12,9,3275,76,789
"1201","2023-520","Roland Garros","Clay",128,"G",20230529,156,201585,NA,"","Sloane Stephens","R",170,"USA",30.1,201662,16,"","Karolina Pliskova","R",184,"CZE",31.1,"6-0 6-4",3,"R128",85,0,0,61,40,29,9,8,3,4,0,6,54,36,21,4,8,3,8,30,1360,16,2160
"1202","2023-520","Roland Garros","Clay",128,"G",20230529,157,219875,NA,"","Varvara Gracheva","R",NA,"FRA",22.8,213646,NA,"","Dalma Galfi","U",NA,"HUN",24.7,"6-4 2-6 6-1",3,"R128",117,1,4,96,56,37,21,13,5,8,3,4,77,49,30,12,12,2,6,41,1147,98,674
"1203","2023-520","Roland Garros","Clay",128,"G",20230529,158,201709,NA,"","Yulia Putintseva","R",163,"KAZ",28.3,202628,NA,"","Maryna Zanevska","R",175,"BEL",29.7,"7-5 7-6(3)",3,"R128",137,0,2,86,63,40,8,12,7,11,3,5,97,54,31,19,12,11,16,58,975,89,717
"1204","2023-520","Roland Garros","Clay",128,"G",20230529,159,221012,19,"","Qinwen Zheng","R",NA,"CHN",20.6,214461,NA,"Q","Tamara Zidansek","R",168,"SLO",25.4,"6-3 6-1",3,"R128",75,5,7,53,23,17,13,8,0,2,0,3,53,35,15,6,8,5,11,19,1998,112,604
"1205","2023-520","Roland Garros","Clay",128,"G",20230529,160,211684,NA,"","Magdalena Frech","R",171,"POL",25.4,201533,29,"","Shuai Zhang","R",177,"CHN",34.3,"6-1 6-1",3,"R128",48,2,0,39,26,17,11,7,0,1,0,7,35,18,7,4,7,0,6,88,720,31,1355
"1206","2023-520","Roland Garros","Clay",128,"G",20230529,161,215872,NA,"","Kamilla Rakhimova","R",NA,"RUS",21.7,239383,NA,"Q","Sara Bejlek","L",NA,"CZE",17.3,"6-0 6-3",3,"R128",58,2,3,46,31,20,6,8,1,3,0,4,36,25,9,3,7,3,9,82,750,182,385
"1207","2023-520","Roland Garros","Clay",128,"G",20230529,162,213576,NA,"Q","Iryna Shymanovich","R",NA,"BLR",25.9,215910,NA,"","Panna Udvardy","R",170,"HUN",24.6,"6-7(6) 6-3 6-1",3,"R128",136,0,0,93,58,26,20,14,1,8,0,4,93,57,27,11,14,6,17,214,335,97,675
"1208","2023-520","Roland Garros","Clay",128,"G",20230529,163,214544,2,"","Aryna Sabalenka","R",182,"BLR",25,216146,NA,"","Marta Kostyuk","R",175,"UKR",20.9,"6-3 6-2",3,"R128",71,1,3,57,41,29,9,9,4,5,0,4,51,31,19,7,8,5,9,2,7541,39,1225
"1209","2023-520","Roland Garros","Clay",128,"G",20230529,164,216347,1,"","Iga Swiatek","R",176,"POL",21.9,214906,NA,"","Claire Liu","R",170,"USA",23,"6-4 6-0",3,"R64",90,1,2,58,32,21,13,8,8,10,0,0,49,27,12,7,8,2,8,1,8940,102,659
"1210","2023-520","Roland Garros","Clay",128,"G",20230529,165,216133,NA,"","Xin Yu Wang","R",182,"CHN",21.6,202490,NA,"","Rebecca Peterson","R",173,"SWE",27.8,"7-6(5) 6-2",3,"R64",128,2,3,78,40,20,15,10,7,13,0,9,96,54,25,14,10,13,21,80,763,87,730
"1211","2023-520","Roland Garros","Clay",128,"G",20230529,166,215370,NA,"","Bianca Andreescu","R",170,"CAN",22.9,215613,NA,"WC","Emma Navarro","R",NA,"USA",22,"6-1 6-4",3,"R64",69,1,1,42,30,23,7,8,1,2,2,3,58,30,15,14,9,3,8,42,1142,75,790
"1212","2023-520","Roland Garros","Clay",128,"G",20230529,167,201615,NA,"","Lesia Tsurenko","R",174,"UKR",33.9,201616,NA,"","Lauren Davis","R",157,"USA",29.6,"6-3 1-0 RET",3,"R64",66,0,1,38,28,15,3,5,2,5,2,0,42,29,9,6,5,5,10,66,883,52,1021
"1213","2023-520","Roland Garros","Clay",128,"G",20230529,168,203533,NA,"","Anna Karolina Schmiedlova","R",176,"SVK",28.7,211901,NA,"LL","Aliona Bolsova","R",172,"MDA",25.5,"6-3 6-4",3,"R64",104,1,3,72,48,28,13,10,9,12,1,3,64,47,25,5,9,5,10,100,666,131,531
"1214","2023-520","Roland Garros","Clay",128,"G",20230529,169,215037,NA,"Q","Kayla Day","L",173,"USA",23.6,201619,20,"","Madison Keys","R",178,"USA",28.2,"6-2 4-6 6-4",3,"R64",146,2,3,102,60,38,15,14,10,17,4,1,96,53,23,19,14,7,16,138,509,20,1861
"1215","2023-520","Roland Garros","Clay",128,"G",20230529,170,259799,NA,"Q","Mirra Andreeva","U",NA,"RUS",16,220348,NA,"WC","Diane Parry","R",170,"FRA",20.7,"6-1 6-2",3,"R64",77,0,0,43,25,17,12,8,0,1,0,4,60,33,17,9,7,9,14,143,481,79,764
"1216","2023-520","Roland Garros","Clay",128,"G",20230529,171,221103,6,"","Cori Gauff","R",175,"USA",19.2,211814,NA,"","Julia Grabher","R",170,"AUT",26.9,"6-2 6-3",3,"R64",68,1,4,59,35,23,10,9,2,5,1,6,47,30,14,3,8,4,10,6,4305,61,929
"1217","2023-520","Roland Garros","Clay",128,"G",20230529,172,214981,4,"","Elena Rybakina","R",184,"KAZ",23.9,222328,NA,"","Linda Noskova","R",NA,"CZE",18.5,"6-3 6-3",3,"R64",87,5,3,61,33,26,16,9,4,4,2,6,81,43,28,17,9,7,10,4,5090,50,1050
"1218","2023-520","Roland Garros","Clay",128,"G",20230529,173,204427,NA,"","Sara Sorribes Tormo","R",176,"ESP",26.6,201549,NA,"","Petra Martic","R",181,"CRO",32.3,"6-4 6-1",3,"R64",89,1,4,60,43,25,4,8,7,11,0,1,51,26,11,5,9,2,10,132,529,38,1270
"1219","2023-520","Roland Garros","Clay",128,"G",20230529,174,206420,23,"","Ekaterina Alexandrova","R",175,"RUS",28.5,204431,NA,"","Anna Lena Friedsam","R",NA,"GER",29.3,"6-2 6-0",3,"R64",62,0,3,46,20,14,14,7,3,4,0,3,44,25,11,5,7,3,9,23,1725,91,698
"1220","2023-520","Roland Garros","Clay",128,"G",20230529,175,206242,14,"","Beatriz Haddad Maia","L",185,"BRA",26.9,223670,NA,"","Diana Shnaider","L",NA,"RUS",19.1,"6-2 5-7 6-4",3,"R64",164,1,2,87,59,40,12,15,2,7,1,9,117,77,47,14,15,11,18,14,2420,108,616
"1221","2023-520","Roland Garros","Clay",128,"G",20230529,176,220714,NA,"","Elisabetta Cocciaretto","R",NA,"ITA",22.3,215899,NA,"Q","Simona Waltert","R",NA,"SUI",22.4,"6-2 6-3",3,"R64",90,1,0,58,41,23,10,8,6,8,1,6,55,37,17,8,9,0,6,44,1115,128,540
"1222","2023-520","Roland Garros","Clay",128,"G",20230529,177,211095,NA,"","Bernarda Pera","L",175,"USA",28.4,202499,22,"","Donna Vekic","R",179,"CRO",26.9,"3-6 6-4 6-3",3,"R64",133,3,7,89,54,28,18,14,5,12,5,8,92,47,28,17,14,12,20,36,1284,22,1813
"1223","2023-520","Roland Garros","Clay",128,"G",20230529,178,215337,NA,"Q","Olga Danilovic","L",NA,"SRB",22.3,211148,NA,"","Jasmine Paolini","R",160,"ITA",27.3,"6-2 7-5",3,"R64",95,4,2,70,45,29,12,10,9,12,0,4,66,42,22,8,10,5,11,105,625,53,1005
"1224","2023-520","Roland Garros","Clay",128,"G",20230529,179,202460,7,"","Ons Jabeur","R",167,"TUN",28.7,206219,NA,"","Oceane Dodin","R",NA,"FRA",26.5,"6-2 6-3",3,"R64",71,6,7,58,27,21,15,9,1,3,1,5,58,33,18,9,8,7,12,7,3541,122,567
"1225","2023-520","Roland Garros","Clay",128,"G",20230529,180,214096,NA,"","Karolina Muchova","R",178,"CZE",26.7,206408,NA,"","Nadia Podoroska","R",170,"ARG",26.2,"6-3 0-6 6-3",3,"R64",117,3,2,59,38,23,12,13,0,4,1,7,87,58,36,11,11,5,9,43,1125,103,639
"1226","2023-520","Roland Garros","Clay",128,"G",20230529,181,201593,27,"","Irina Camelia Begu","R",181,"ROU",32.7,201506,NA,"","Sara Errani","R",164,"ITA",36,"6-3 6-0",3,"R64",72,1,7,41,23,18,6,7,0,2,0,2,48,35,11,5,8,1,8,27,1452,73,802
"1227","2023-520","Roland Garros","Clay",128,"G",20230529,182,220704,NA,"Q","Clara Tauson","R",182,"DEN",20.4,220367,NA,"","Leylah Fernandez","L",168,"CAN",20.7,"6-3 5-7 6-4",3,"R64",148,3,6,100,58,41,18,16,3,7,5,6,99,72,47,9,15,6,11,127,541,49,1052
"1228","2023-520","Roland Garros","Clay",128,"G",20230529,183,220589,NA,"LL","Elina Avanesyan","R",NA,"RUS",20.6,206417,NA,"WC","Leolia Jeanjean","R",NA,"FRA",27.7,"6-0 7-5",3,"R64",74,1,1,32,22,17,6,6,0,1,0,1,35,18,9,5,5,3,6,134,522,124,561
"1229","2023-520","Roland Garros","Clay",128,"G",20230529,184,201499,NA,"","Anastasia Pavlyuchenkova","R",177,"RUS",31.9,214643,15,"","Liudmila Samsonova","R",180,"RUS",24.5,"4-6 7-5 7-5",3,"R64",187,3,7,110,65,42,21,17,10,16,9,13,116,53,39,23,17,12,19,333,179,15,2236
"1230","2023-520","Roland Garros","Clay",128,"G",20230529,185,215713,24,"","Anastasia Potapova","R",175,"RUS",22.1,210886,NA,"","Mayar Sherif","R",180,"EGY",27,"3-6 6-4 6-1",3,"R64",134,2,5,103,58,37,22,13,15,19,0,1,80,55,32,10,13,8,14,25,1665,54,990
"1231","2023-520","Roland Garros","Clay",128,"G",20230529,186,210722,28,"","Elise Mertens","R",179,"BEL",27.5,215785,NA,"LL","Camila Osorio","R",162,"COL",21.4,"6-3 7-6(3)",3,"R64",124,2,6,83,39,24,20,10,9,14,0,8,64,38,20,8,11,5,12,28,1439,86,739
"1232","2023-520","Roland Garros","Clay",128,"G",20230529,187,202468,3,"","Jessica Pegula","R",170,"USA",29.2,202429,NA,"","Camila Giorgi","R",168,"ITA",31.4,"6-2 0-0 RET",3,"R64",38,2,1,22,12,11,5,4,0,0,0,3,25,11,7,6,4,3,5,3,5205,37,1278
"1233","2023-520","Roland Garros","Clay",128,"G",20230529,188,215020,NA,"","Anna Blinkova","R",179,"RUS",24.7,201614,5,"","Caroline Garcia","R",177,"FRA",29.6,"4-6 6-3 7-5",3,"R64",171,5,8,143,96,62,20,16,14,18,4,7,97,50,33,23,15,5,10,56,983,5,5025
"1234","2023-520","Roland Garros","Clay",128,"G",20230529,189,202494,NA,"","Elina Svitolina","R",174,"UKR",28.7,204411,NA,"Q","Storm Sanders","L",166,"AUS",28.7,"2-6 6-3 6-1",3,"R64",109,7,3,71,44,24,15,12,7,12,0,4,95,58,29,15,12,9,16,192,367,204,346
"1235","2023-520","Roland Garros","Clay",128,"G",20230529,190,220548,NA,"","Peyton Stearns","R",NA,"USA",21.6,211533,17,"","Jelena Ostapenko","R",177,"LAT",25.9,"6-3 1-6 6-2",3,"R64",103,1,3,79,62,36,10,12,6,10,3,4,85,56,34,10,12,6,11,69,851,17,2130
"1236","2023-520","Roland Garros","Clay",128,"G",20230529,191,214082,9,"","Daria Kasatkina","R",170,"RUS",26,214954,NA,"","Marketa Vondrousova","L",173,"CZE",23.9,"6-3 6-4",3,"R64",103,0,2,87,75,45,5,10,10,12,0,2,70,43,23,12,9,7,11,9,3275,60,936
"1237","2023-520","Roland Garros","Clay",128,"G",20230529,192,201585,NA,"","Sloane Stephens","R",170,"USA",30.1,219875,NA,"","Varvara Gracheva","R",NA,"FRA",22.8,"6-2 6-1",3,"R64",74,0,0,48,39,28,5,7,3,3,0,2,59,41,18,9,8,6,11,30,1360,41,1147
"1238","2023-520","Roland Garros","Clay",128,"G",20230529,193,201709,NA,"","Yulia Putintseva","R",163,"KAZ",28.3,221012,19,"","Qinwen Zheng","R",NA,"CHN",20.6,"6-3 4-6 6-2",3,"R64",146,1,1,83,64,41,8,14,6,11,2,4,87,39,25,19,13,6,13,58,975,19,1998
"1239","2023-520","Roland Garros","Clay",128,"G",20230529,194,215872,NA,"","Kamilla Rakhimova","R",NA,"RUS",21.7,211684,NA,"","Magdalena Frech","R",171,"POL",25.4,"6-3 6-4",3,"R64",87,1,2,57,27,21,16,10,1,3,2,3,63,37,21,12,9,2,6,82,750,88,720
